bubble;0.01;100;54;5
bubble;0.01;100;57;7
bubble;0.01;100;66;4
bubble;0.01;100;54;4
bubble;0.01;100;57;5
bubble;0.01;100;46;7
bubble;0.01;100;75;4
bubble;0.01;100;59;3
bubble;0.01;100;53;6
bubble;0.01;100;48;3
insertion;0.01;100;21;10
insertion;0.01;100;17;12
insertion;0.01;100;26;8
insertion;0.01;100;22;7
insertion;0.01;100;19;13
insertion;0.01;100;22;13
insertion;0.01;100;21;12
insertion;0.01;100;14;16
insertion;0.01;100;21;7
insertion;0.01;100;19;14
merge;0.01;100;40;7
merge;0.01;100;21;9
merge;0.01;100;31;8
merge;0.01;100;34;7
merge;0.01;100;35;7
merge;0.01;100;34;5
merge;0.01;100;34;4
merge;0.01;100;49;2
merge;0.01;100;39;3
merge;0.01;100;100;0
quick;0.01;100;48;5
quick;0.01;100;39;5
quick;0.01;100;56;3
quick;0.01;100;42;5
quick;0.01;100;65;2
quick;0.01;100;46;8
quick;0.01;100;22;8
quick;0.01;100;22;9
quick;0.01;100;51;3
quick;0.01;100;29;5
insertion;0.001000;100;52;3
insertion;0.001000;100;100;0
insertion;0.001000;100;100;0
insertion;0.001000;100;100;0
insertion;0.001000;100;100;0
insertion;0.001000;100;100;0
insertion;0.001000;100;100;0
insertion;0.001000;100;100;0
insertion;0.001000;100;100;0
insertion;0.001000;100;93;1
insertion;0.000100;100;71;1
insertion;0.000100;100;100;0
insertion;0.000100;100;100;0
insertion;0.000100;100;100;0
insertion;0.000100;100;100;0
insertion;0.000100;100;100;0
insertion;0.000100;100;100;0
insertion;0.000100;100;100;0
insertion;0.000100;100;100;0
insertion;0.000100;100;100;0
merge;0.001000;100;100;0
merge;0.001000;100;100;0
merge;0.001000;100;100;0
merge;0.001000;100;100;0
merge;0.001000;100;41;3
merge;0.001000;100;100;0
merge;0.001000;100;100;0
merge;0.001000;100;100;0
merge;0.001000;100;100;0
merge;0.001000;100;96;1
merge;0.000100;100;100;0
merge;0.000100;100;100;0
merge;0.000100;100;100;0
merge;0.000100;100;100;0
merge;0.000100;100;100;0
merge;0.000100;100;100;0
merge;0.000100;100;100;0
merge;0.000100;100;100;0
merge;0.000100;100;100;0
merge;0.000100;100;100;0
bubble;0.001000;100;79;2
bubble;0.001000;100;100;0
bubble;0.001000;100;100;0
bubble;0.001000;100;100;0
bubble;0.001000;100;100;0
bubble;0.001000;100;100;0
bubble;0.001000;100;100;0
bubble;0.001000;100;100;0
bubble;0.001000;100;100;0
bubble;0.001000;100;100;0
bubble;0.000100;100;96;1
bubble;0.000100;100;100;0
bubble;0.000100;100;100;0
bubble;0.000100;100;100;0
bubble;0.000100;100;100;0
bubble;0.000100;100;100;0
bubble;0.000100;100;100;0
bubble;0.000100;100;100;0
bubble;0.000100;100;100;0
bubble;0.000100;100;100;0

